Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
28149326,5/29/14 16:58,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11210,3914 AVENUE J,AVENUE J,EAST 39 STREET,EAST 40 STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,6/28/14 16:58,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",5/30/14 15:59,18 BROOKLYN,3077870036,BROOKLYN,1001408,167905,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.62752034,-73.93818769,"(40.62752034441855, -73.93818769191937)"
28163255,6/1/14 20:37,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10452,1441 EDWARD L GRANT HIGHWAY,EDWARD L GRANT HIGHWAY,PLIMPTON AVENUE,DR M L KING JR BOULEVARD,,,ADDRESS,BRONX,,N/A,Assigned,7/1/14 20:37,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/2/14 15:44,04 BRONX,2025220098,BRONX,1005565,246483,ONLINE,Unspecified,BRONX,,,,,,,,40.84318834,-73.922963,"(40.84318833698711, -73.92296300439696)"
28165030,6/1/14 14:06,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11228,1444 84 STREET,84 STREET,14 AVENUE,15 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,7/1/14 14:06,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/2/14 15:45,11 BROOKLYN,3063230022,BROOKLYN,981627,162699,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61324719,-74.00944743,"(40.613247186664374, -74.00944743003507)"
28165151,6/1/14 9:43,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11693,8400 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,BEACH 84 STREET,BEACH 90 STREET,,,ADDRESS,FAR ROCKAWAY,,N/A,Assigned,7/1/14 9:43,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/2/14 15:45,14 QUEENS,4161310001,QUEENS,1037096,152590,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.58534289,-73.8097405,"(40.585342891917264, -73.80974049886493)"
28169984,6/2/14 23:46,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,11370,22-04 77 STREET,77 STREET,DITMARS BOULEVARD,GRAND CENTRAL PKWY WB EN 77 ST,,,ADDRESS,EAST ELMHURST,,N/A,Assigned,7/2/14 23:46,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/3/14 16:12,01 QUEENS,4010087501,QUEENS,1014047,219204,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76829051,-73.89242833,"(40.768290513195964, -73.89242833176901)"
28177746,6/3/14 15:21,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Turtle Under 4 inches Long,Street Vendor,10025,,,,,COLUMBUS AVENUE,WEST   97 STREET,INTERSECTION,NEW YORK,,N/A,Open,7/3/14 15:21,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,07 MANHATTAN,,MANHATTAN,993383,228393,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.79355738,-73.96701598,"(40.79355738131325, -73.96701598496212)"
28177823,6/3/14 10:20,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11369,30-17 89 STREET,89 STREET,30 AVENUE,31 AVENUE,,,ADDRESS,EAST ELMHURST,,N/A,Assigned,7/3/14 10:20,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/3/14 16:13,03 QUEENS,4013870064,QUEENS,1017557,216669,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76132007,-73.87976928,"(40.76132007172801, -73.87976927808127)"
28184036,6/4/14 15:49,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11374,65-11 DIETERLE CRESCENT,DIETERLE CRESCENT,65 DRIVE,ALDERTON STREET,,,ADDRESS,REGO PARK,,N/A,Assigned,7/4/14 15:49,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/5/14 16:02,06 QUEENS,4031310028,QUEENS,1022684,201965,ONLINE,Unspecified,QUEENS,,,,,,,,40.7209405,-73.86134601,"(40.720940500962186, -73.86134601388086)"
28186005,6/4/14 3:12,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,11103,28-26 36 STREET,36 STREET,28 AVENUE,30 AVENUE,,,ADDRESS,ASTORIA,,N/A,Assigned,7/4/14 3:12,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/4/14 15:46,01 QUEENS,4006290130,QUEENS,1007428,218488,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76634511,-73.91632637,"(40.766345111868645, -73.91632637346636)"
28187983,6/4/14 23:19,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11207,573 WILSON AVENUE,WILSON AVENUE,ELDERT STREET,COVERT STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,7/4/14 23:19,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/5/14 16:02,04 BROOKLYN,,BROOKLYN,1009608,191022,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.69095171,-73.90855998,"(40.690951708566665, -73.90855998372079)"
28189811,6/4/14 16:43,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,11691,120 BEACH 19 STREET,BEACH 19 STREET,BOARDWALK,SEAGIRT BOULEVARD,,,ADDRESS,FAR ROCKAWAY,,N/A,Assigned,7/4/14 16:43,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/5/14 16:02,14 QUEENS,4156380001,QUEENS,1052798,155581,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.59344504,-73.75317909,"(40.59344503992129, -73.75317909158528)"
28195479,6/5/14 12:20,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10003,,,,,ASTOR PLACE,EAST    8 STREET,INTERSECTION,NEW YORK,,N/A,Assigned,7/5/14 12:20,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/5/14 16:02,02 MANHATTAN,,MANHATTAN,986821,205191,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7298782,-73.99072365,"(40.72987820319557, -73.99072365451066)"
28208929,6/7/14 11:00,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Residence,10302,13 HAMLIN PLACE,HAMLIN PLACE,HAUGHWOUT AVENUE,NEWKIRK AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Open,7/7/14 11:00,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,01 STATEN ISLAND,5010420261,STATEN ISLAND,947330,167887,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.62741062,-74.13300544,"(40.627410620073746, -74.13300544060873)"
28229144,6/10/14 14:54,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,11225,50 LEFFERTS AVENUE,LEFFERTS AVENUE,WASHINGTON AVENUE,BEDFORD AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,7/10/14 14:54,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/10/14 16:19,09 BROOKLYN,3013270013,BROOKLYN,995522,180395,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.66181214,-73.95937134,"(40.66181214390813, -73.95937134386605)"
28238340,6/11/14 18:14,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10459,867 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,LAFAYETTE AVENUE,TIFFANY STREET,,,ADDRESS,BRONX,,N/A,Assigned,7/11/14 18:14,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/12/14 16:14,02 BRONX,2027320046,BRONX,1013622,236993,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8171179,-73.89388485,"(40.81711790198129, -73.89388484726234)"
28250703,6/13/14 14:33,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11362,240-59 67 AVENUE,67 AVENUE,DOUGLASTON PARKWAY,242 STREET,,,ADDRESS,LITTLE NECK,,N/A,Assigned,7/13/14 14:33,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/13/14 16:12,11 QUEENS,4082890073,QUEENS,1056837,213260,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75172804,-73.7380148,"(40.7517280417186, -73.73801480036438)"
28263649,6/15/14 17:48,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,11212,1358 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,SARATOGA AVENUE,ST JOHNS PLACE,,,ADDRESS,BROOKLYN,,N/A,Open,7/15/14 17:48,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,16 BROOKLYN,3034930008,BROOKLYN,1007261,183231,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6695736,-73.91704978,"(40.669573604320405, -73.91704977783657)"
28263757,6/15/14 12:49,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11362,240-59 67 AVENUE,67 AVENUE,DOUGLASTON PARKWAY,242 STREET,,,ADDRESS,LITTLE NECK,,N/A,Open,7/15/14 12:49,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,11 QUEENS,4082890073,QUEENS,1056837,213260,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75172804,-73.7380148,"(40.7517280417186, -73.73801480036438)"
28271553,6/16/14 15:05,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11204,2309 62 STREET,62 STREET,23 AVENUE,24 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,7/16/14 15:05,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/16/14 15:49,11 BROOKLYN,3065560074,BROOKLYN,990650,162955,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61394793,-73.97694846,"(40.61394793070926, -73.97694846072758)"
28274754,6/16/14 13:41,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11209,230 94 STREET,94 STREET,RIDGE BOULEVARD,3 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,7/16/14 13:41,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/16/14 15:48,10 BROOKLYN,,BROOKLYN,974536,164558,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61834482,-74.03499022,"(40.6183448199615, -74.03499021966678)"
28276654,6/17/14 6:29,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Iguana,Residence,11221,972 GATES AVENUE,GATES AVENUE,PATCHEN AVENUE,RALPH AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,7/17/14 6:29,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/18/14 16:15,03 BROOKLYN,3016380037,BROOKLYN,1005034,190359,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.68914385,-73.9250557,"(40.68914385024094, -73.9250556961475)"
28277828,6/17/14 20:45,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Iguana,Residence,11221,972 GATES AVENUE,GATES AVENUE,PATCHEN AVENUE,RALPH AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,7/17/14 20:45,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 BROOKLYN,3016380037,BROOKLYN,1005034,190359,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68914385,-73.9250557,"(40.68914385024094, -73.9250556961475)"
28281830,6/17/14 13:39,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Store,11102,30-07 ASTORIA BOULEVARD,ASTORIA BOULEVARD,30 STREET,31 STREET,,,ADDRESS,ASTORIA,,N/A,Open,7/17/14 13:39,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,01 QUEENS,4008380008,QUEENS,1006736,219917,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.77026913,-73.91881974,"(40.770269131317114, -73.9188197424129)"
28287181,6/18/14 19:49,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Iguana,Residence,11221,972 GATES AVENUE,GATES AVENUE,PATCHEN AVENUE,RALPH AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,7/18/14 19:49,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,03 BROOKLYN,3016380037,BROOKLYN,1005034,190359,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68914385,-73.9250557,"(40.68914385024094, -73.9250556961475)"
28291309,6/18/14 19:38,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11375,108-53 62 DRIVE,62 DRIVE,108 STREET,110 STREET,,,ADDRESS,FOREST HILLS,,N/A,Assigned,7/18/14 19:38,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/20/14 16:02,06 QUEENS,4021590002,QUEENS,1025945,207500,ONLINE,Unspecified,QUEENS,,,,,,,,40.73611793,-73.8495474,"(40.7361179340229, -73.84954739998659)"
28308736,6/21/14 11:10,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11427,89-49 214 STREET,214 STREET,89 AVENUE,90 AVENUE,,,ADDRESS,QUEENS VILLAGE,,N/A,Assigned,7/21/14 11:10,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/23/14 15:43,13 QUEENS,4106560110,QUEENS,1053740,203097,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.72385812,-73.74929759,"(40.723858118234034, -73.74929758955669)"
28310251,6/21/14 20:29,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,10453,1893 ANDREWS AVENUE,ANDREWS AVENUE,BEND,WEST BURNSIDE AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,7/21/14 20:29,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/23/14 15:43,05 BRONX,2028790204,BRONX,1008072,250286,UNKNOWN,Unspecified,BRONX,,,,,,,,40.85362004,-73.91388866,"(40.853620037293375, -73.91388866087779)"
28312829,6/21/14 17:18,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Sold,Other,Store,11102,30-07 ASTORIA BOULEVARD,ASTORIA BOULEVARD,30 STREET,31 STREET,,,ADDRESS,ASTORIA,,N/A,Open,7/21/14 17:18,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,01 QUEENS,4008380008,QUEENS,1006736,219917,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.77026913,-73.91881974,"(40.770269131317114, -73.9188197424129)"
28333052,6/24/14 17:30,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,11370,22-04 77 STREET,77 STREET,DITMARS BOULEVARD,GRAND CENTRAL PKWY WB EN 77 ST,,,ADDRESS,EAST ELMHURST,,N/A,Open,7/24/14 17:30,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,01 QUEENS,4010087501,QUEENS,1014047,219204,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76829051,-73.89242833,"(40.768290513195964, -73.89242833176901)"
28345290,6/26/14 9:25,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10452,1441 EDWARD L GRANT HIGHWAY,EDWARD L GRANT HIGHWAY,PLIMPTON AVENUE,DR M L KING JR BOULEVARD,,,ADDRESS,BRONX,,N/A,Open,7/26/14 9:25,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,04 BRONX,2025220098,BRONX,1005565,246483,ONLINE,Unspecified,BRONX,,,,,,,,40.84318834,-73.922963,"(40.84318833698711, -73.92296300439696)"
28346993,6/26/14 9:39,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11367,73-55 PARK DRIVE EAST,PARK DRIVE EAST,73 TERRACE,77 AVENUE,,,ADDRESS,FLUSHING,,N/A,Assigned,7/26/14 9:39,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/26/14 16:04,08 QUEENS,4065850105,QUEENS,1032321,202608,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.72265826,-73.82657519,"(40.72265825957763, -73.82657519038122)"
28349040,6/26/14 15:41,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Iguana,Residence,11362,240-59 67 AVENUE,67 AVENUE,DOUGLASTON PARKWAY,242 STREET,,,ADDRESS,LITTLE NECK,,N/A,Open,7/26/14 15:41,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,11 QUEENS,4082890073,QUEENS,1056837,213260,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75172804,-73.7380148,"(40.7517280417186, -73.73801480036438)"
28355822,6/27/14 8:30,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,11385,62-90 FOREST AVENUE,FOREST AVENUE,GREENE AVENUE,BLEECKER STREET,,,ADDRESS,RIDGEWOOD,,N/A,Assigned,7/27/14 8:30,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/27/14 16:11,05 QUEENS,4033700037,QUEENS,1010518,198355,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.71107641,-73.90524996,"(40.7110764114656, -73.90524995797081)"
28360474,6/28/14 14:25,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10467,,,,,WEBSTER AVENUE,GUN HILL ROAD,INTERSECTION,BRONX,,N/A,Assigned,7/28/14 14:25,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/30/14 16:32,07 BRONX,,BRONX,1019758,259418,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87864531,-73.87159798,"(40.87864531280041, -73.87159798076605)"
28363757,6/28/14 11:32,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10040,46 WADSWORTH TERRACE,WADSWORTH TERRACE,WEST 190 STREET,FAIRVIEW AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,7/28/14 11:32,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/30/14 16:27,12 MANHATTAN,1021700336,MANHATTAN,1003209,251147,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.85599501,-73.9314649,"(40.85599500664994, -73.93146490307386)"
28368971,6/30/14 5:26,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10456,1325 FRANKLIN AVENUE,FRANKLIN AVENUE,EAST 169 STREET,JEFFERSON PLACE,,,ADDRESS,BRONX,,N/A,Assigned,7/30/14 5:26,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/30/14 16:31,03 BRONX,2029310086,BRONX,1011532,242557,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83239619,-73.90141297,"(40.83239619347084, -73.90141296848977)"
28370828,6/30/14 12:11,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,11236,8321 GLENWOOD ROAD,GLENWOOD ROAD,EAST 83 STREET,EAST 84 STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,7/30/14 12:11,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",6/30/14 16:32,18 BROOKLYN,3079880002,BROOKLYN,1008522,171937,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.63857069,-73.91254477,"(40.638570689153106, -73.91254476538433)"
28396588,7/3/14 16:46,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10459,829 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,LONGWOOD AVENUE,INTERVALE AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,8/2/14 16:46,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",7/7/14 15:50,02 BRONX,2027210020,BRONX,1013187,236975,UNKNOWN,Unspecified,BRONX,,,,,,,,40.81706993,-73.89545649,"(40.81706993270981, -73.8954564912385)"
28411071,7/5/14 5:36,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Rooster,Residence,10466,3871 AMUNDSON AVENUE,AMUNDSON AVENUE,DEAD END,EAST 233 STREET,,,ADDRESS,BRONX,,N/A,Assigned,8/4/14 5:36,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after the initial complaint, please submit a new Service Request.",7/7/14 15:50,12 BRONX,2049390017,BRONX,1029780,263042,UNKNOWN,Unspecified,BRONX,,,,,,,,40.88854603,-73.83533243,"(40.88854603221781, -73.83533243284202)"
28412705,7/6/14 10:47,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10462,2034 COLDEN AVENUE,COLDEN AVENUE,RADCLIFF AVENUE,LYDIG AVENUE,,,ADDRESS,BRONX,,N/A,Open,8/5/14 10:47,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,11 BRONX,2043010046,BRONX,1022921,250130,ONLINE,Unspecified,BRONX,,,,,,,,40.85313931,-73.86021374,"(40.853139312716614, -73.86021373501627)"
28418307,7/7/14 7:14,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,11209,230 94 STREET,94 STREET,RIDGE BOULEVARD,3 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,8/6/14 7:14,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,10 BROOKLYN,,BROOKLYN,974536,164558,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61834482,-74.03499022,"(40.6183448199615, -74.03499021966678)"
28429199,7/8/14 9:40,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Farm Animal,Residence,10040,46 WADSWORTH TERRACE,WADSWORTH TERRACE,WEST 190 STREET,FAIRVIEW AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,8/7/14 9:40,The Department of Health and Mental Hygiene will review the Service Request. Complaints of this type usually result in Agency contact or an inspection. Status will be available from 311 within 30 days of the Service Request submission date  Please note the Service Request number for future reference.,,12 MANHATTAN,1021700336,MANHATTAN,1003209,251147,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.85599501,-73.9314649,"(40.85599500664994, -73.93146490307386)"
